OBJECTID,GR,Nome_Estado,Codigo_Municipio,Nome_municipio,Pop_Total,Leitos_UTI_Total,Leitos_UTI_100mil_hab_Ind,Leitos_UTI_SUS_Total,Leitos_UTI_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
636,Sul,Paraná,4103024,Boa Esperança do Iguaçu,2503,0,0,0,0,0.0136448785584662,0.823293824153778
637,Sudeste,São Paulo,3506706,Boa Esperança do Sul,14923,0,0,0,0,0.0603834686992286,1.70492552890104
638,Nordeste,Piauí,2201770,Boa Hora,6781,0,0,0,0,0.0274514327388573,0.839615379449718
639,Nordeste,Bahia,2903706,Boa Nova,12633,0,0,0,0,0.0711845270918161,1.62023878235361
640,Nordeste,Paraíba,2502102,Boa Ventura,5366,0,0,0,0,0.0139723170249511,0.523029557671517
641,Sul,Paraná,4103040,Boa Ventura de São Roque,6387,0,0,0,0,0.0555759019023299,1.94980067227435
642,Nordeste,Ceará,2302404,Boa Viagem,54470,0,0,0,0,0.231351612764271,2.93961304252912
643,Norte,Roraima,1400100,Boa Vista,399213,25,6.2623211167973,17,4.25837835942216,0.462691077040077,3.69598795991335
644,Nordeste,Paraíba,2502151,Boa Vista,7051,0,0,0,0,0.0390202976539058,0.939290816694212
645,Sul,Paraná,4103057,Boa Vista da Aparecida,7591,0,0,0,0,0.0229998427861347,1.1043800236293
646,Sul,Rio Grande do Sul,4302154,Boa Vista das Missões,2098,0,0,0,0,0.0178242151929453,0.85847039212382
647,Sul,Rio Grande do Sul,4302204,Boa Vista do Buricá,6712,0,0,0,0,0.00994588277353614,0.811287830201651
648,Sul,Rio Grande do Sul,4302220,Boa Vista do Cadeado,2470,0,0,0,0,0.0646566824837009,1.89950479895232
649,Nordeste,Maranhão,2101970,Boa Vista do Gurupi,9287,0,0,0,0,0.0327912748979884,0.979723978057256
650,Sul,Rio Grande do Sul,4302238,Boa Vista do Incra,2603,0,0,0,0,0.0465598131562501,1.84710086016334
651,Norte,Amazonas,1300680,Boa Vista do Ramos,19207,0,0,0,0,0.210674015616547,3.39217014195632
652,Sul,Rio Grande do Sul,4302253,Boa Vista do Sul,2783,0,0,0,0,0.00863339226395965,0.573050435082456
653,Nordeste,Bahia,2903805,Boa Vista do Tupim,18576,0,0,0,0,0.247420254113763,2.6128941007783
654,Nordeste,Alagoas,2701001,Boca da Mata,27281,0,0,0,0,0.0153204071516768,0.600465175652132
655,Norte,Amazonas,1300706,Boca do Acre,34308,0,0,0,0,1.80288154754811,7.91386818965735
656,Nordeste,Piauí,2201804,Bocaina,4500,0,0,0,0,0.0214079715864557,0.669031802748213
657,Sudeste,São Paulo,3506805,Bocaina,12329,0,0,0,0,0.0318509589420728,1.00915803933093
658,Sudeste,Minas Gerais,3107208,Bocaina de Minas,5090,0,0,0,0,0.0441238959855923,1.37349024544983
659,Sul,Santa Catarina,4202438,Bocaina do Sul,3474,0,0,0,0,0.0469479242381112,1.53190893808039
660,Sudeste,Minas Gerais,3107307,Bocaiúva,49979,0,0,0,0,0.274298184617237,6.10680931275344
661,Sul,Paraná,4103107,Bocaiúva do Sul,12944,0,0,0,0,0.0739646776917198,2.56238227502619
662,Nordeste,Rio Grande do Norte,2401651,Bodó,2223,0,0,0,0,0.0207052369680696,0.763529354440757
663,Nordeste,Pernambuco,2602001,Bodocó,38146,0,0,0,0,0.132909532806508,2.00308980100998
664,Centro-Oeste,Mato Grosso do Sul,5002159,Bodoquena,7875,0,0,0,0,0.217186594497093,3.11870834758039
665,Sudeste,São Paulo,3506904,Bofete,11730,0,0,0,0,0.0576156874568596,2.05779690412988
666,Sudeste,São Paulo,3507001,Boituva,60997,0,0,0,0,0.0219730533539177,1.01471741609947
667,Nordeste,Pernambuco,2602100,Bom Conselho,48554,0,0,0,0,0.065162948312377,1.49974370960407
668,Sudeste,Minas Gerais,3107406,Bom Despacho,50605,0,0,0,0,0.104549646371709,1.9591357220621
669,Nordeste,Maranhão,2102002,Bom Jardim,41630,0,0,0,0,0.53663757141922,5.83700505114878
670,Nordeste,Pernambuco,2602209,Bom Jardim,39184,0,0,0,0,0.0179063975400595,0.931289286212535
671,Sudeste,Rio de Janeiro,3300506,Bom Jardim,27446,0,0,0,0,0.0334923283973581,0.987108248955092
672,Sul,Santa Catarina,4202503,Bom Jardim da Serra,4743,0,0,0,0,0.0861409808808276,2.56038937364647
673,Centro-Oeste,Goiás,5203401,Bom Jardim de Goiás,8841,0,0,0,0,0.160508814087507,2.2580194167871
674,Sudeste,Minas Gerais,3107505,Bom Jardim de Minas,6474,0,0,0,0,0.0360215694975068,1.26337760981435
675,Nordeste,Piauí,2201903,Bom Jesus,25179,0,0,0,0,0.45003034208338,4.03489653859532
676,Nordeste,Rio Grande do Norte,2401701,Bom Jesus,10210,0,0,0,0,0.00996729114139328,0.392899505124975
677,Nordeste,Paraíba,2502201,Bom Jesus,2561,0,0,0,0,0.00377687534637516,0.373385679609587
678,Sul,Santa Catarina,4202537,Bom Jesus,3010,0,0,0,0,0.00575808441510617,0.49053403566494
679,Sul,Rio Grande do Sul,4302303,Bom Jesus,11349,0,0,0,0,0.242116336460754,3.61863592434569
680,Nordeste,Bahia,2903904,Bom Jesus da Lapa,69148,0,0,0,0,0.343289814283821,4.11795284942604
681,Sudeste,Minas Gerais,3107604,Bom Jesus da Penha,4217,0,0,0,0,0.0181011981339907,0.785921931751769
682,Nordeste,Bahia,2903953,Bom Jesus da Serra,9880,0,0,0,0,0.039203855123958,1.08766909792026
683,Nordeste,Maranhão,2102036,Bom Jesus das Selvas,34028,0,0,0,0,0.218335253799253,2.34708883905281
684,Centro-Oeste,Goiás,5203500,Bom Jesus de Goiás,25216,0,0,0,0,0.119992876527476,2.5950200735779
685,Sudeste,Minas Gerais,3107703,Bom Jesus do Amparo,6083,0,0,0,0,0.0168557139305108,0.691810904541383
686,Centro-Oeste,Mato Grosso,5101852,Bom Jesus do Araguaia,6580,0,0,0,0,0.355075114640499,3.86437292646444
687,Sudeste,Minas Gerais,3107802,Bom Jesus do Galho,14935,0,0,0,0,0.0510449962122834,1.73072502840523
688,Sudeste,Rio de Janeiro,3300605,Bom Jesus do Itabapoana,37096,10,26.9570843217598,5,13.4785421608799,0.0518746412616338,2.04592288771384
689,Sudeste,Espírito Santo,3201100,Bom Jesus do Norte,9936,0,0,0,0,0.00774312669034316,0.641898625526263
690,Sul,Santa Catarina,4202578,Bom Jesus do Oeste,2142,0,0,0,0,0.00608395095559899,0.449424116700785
691,Sul,Paraná,4103156,Bom Jesus do Sul,3541,0,0,0,0,0.0156919872323442,0.780020850139286
692,Norte,Pará,1501576,Bom Jesus do Tocantins,16981,0,0,0,0,0.229691621729188,2.0850427460612
693,Norte,Tocantins,1703305,Bom Jesus do Tocantins,4894,0,0,0,0,0.10958479947729,2.38698036626419
694,Sudeste,São Paulo,3507100,Bom Jesus dos Perdões,25448,0,0,0,0,0.00955646375382457,0.503092125038951
695,Nordeste,Maranhão,2102077,Bom Lugar,16294,0,0,0,0,0.0362924811676351,1.29818184082446
696,Sul,Rio Grande do Sul,4302352,Bom Princípio,14055,0,0,0,0,0.00823200161812565,0.535448808788083
697,Nordeste,Piauí,2201919,Bom Princípio do Piauí,5630,0,0,0,0,0.0425632943133749,0.993346168993361
698,Sul,Rio Grande do Sul,4302378,Bom Progresso,1942,0,0,0,0,0.00810786246734096,0.568688619430555
699,Sudeste,Minas Gerais,3107901,Bom Repouso,10547,0,0,0,0,0.0201639815284125,0.739336109817777
700,Sul,Santa Catarina,4202602,Bom Retiro,9966,0,0,0,0,0.0966481300609985,2.20247436639456
701,Sul,Rio Grande do Sul,4302402,Bom Retiro do Sul,12328,0,0,0,0,0.00953311942055279,0.524401486726211
702,Nordeste,Paraíba,2502300,Bom Sucesso,4975,0,0,0,0,0.0150500258602477,0.568806164460234
703,Sudeste,Minas Gerais,3108008,Bom Sucesso,17603,0,0,0,0,0.0612588253449644,1.62259460723616
704,Sul,Paraná,4103206,Bom Sucesso,7032,0,0,0,0,0.0285769215574874,1.13127399343515
705,Sudeste,São Paulo,3507159,Bom Sucesso de Itararé,3954,0,0,0,0,0.0118813934192303,0.718069520020572
706,Sul,Paraná,4103222,Bom Sucesso do Sul,3264,0,0,0,0,0.0176771209510207,1.00942223702503
707,Sul,Santa Catarina,4202453,Bombinhas,19769,0,0,0,0,0.00327136800331118,0.697470175399825
708,Norte,Roraima,1400159,Bonfim,12409,0,0,0,0,0.658453036016638,5.69353074636496
709,Sudeste,Minas Gerais,3108107,Bonfim,6868,0,0,0,0,0.0261092958789391,1.00466551947788
710,Nordeste,Piauí,2201929,Bonfim do Piauí,5670,0,0,0,0,0.0237918486845388,0.731258413284123
711,Centro-Oeste,Goiás,5203559,Bonfinópolis,9706,0,0,0,0,0.0104520556137118,0.64384588638191
712,Sudeste,Minas Gerais,3108206,Bonfinópolis de Minas,5493,0,0,0,0,0.156612192572027,2.43457143655613
713,Nordeste,Bahia,2904001,Boninal,14368,0,0,0,0,0.0746628574124202,1.47658056864602
714,Norte,Pará,1501600,Bonito,16286,0,0,0,0,0.0476805653331631,1.13853225743831
715,Nordeste,Pernambuco,2602308,Bonito,38134,0,0,0,0,0.0320242349836803,1.25265823134582
716,Nordeste,Bahia,2904050,Bonito,16764,0,0,0,0,0.0656746600644453,1.22566513232901
717,Centro-Oeste,Mato Grosso do Sul,5002209,Bonito,21976,0,0,0,0,0.428683595961388,4.41941924073938
718,Sudeste,Minas Gerais,3108255,Bonito de Minas,11230,0,0,0,0,0.330777423426525,3.73442478404289
719,Nordeste,Paraíba,2502409,Bonito de Santa Fé,11917,0,0,0,0,0.0186965812959556,0.67702686542217
720,Centro-Oeste,Goiás,5203575,Bonópolis,4405,0,0,0,0,0.135999845651099,2.70023228044823
721,Nordeste,Paraíba,2502508,Boqueirão,17804,0,0,0,0,0.0306827424379037,0.958646925338748
722,Sul,Rio Grande do Sul,4302451,Boqueirão do Leão,7714,0,0,0,0,0.0246576454760543,0.989317702300188
723,Nordeste,Piauí,2201945,Boqueirão do Piauí,6407,0,0,0,0,0.021986408435211,0.943852832894922
724,Nordeste,Sergipe,2800670,Boquim,26816,0,0,0,0,0.0170179236435217,0.752717071461401
725,Nordeste,Bahia,2904100,Boquira,21508,0,0,0,0,0.1187169474303,1.72219123352675
726,Sudeste,São Paulo,3507209,Borá,837,0,0,0,0,0.0104206630583121,0.549138215815649
727,Sudeste,São Paulo,3507308,Boracéia,4823,0,0,0,0,0.0106918784356367,0.487513512444293
728,Norte,Amazonas,1300805,Borba,41161,0,0,0,0,3.60709719801497,16.9777437207904
729,Nordeste,Paraíba,2502706,Borborema,5263,0,0,0,0,0.00212505443427347,0.276976160794248
730,Sudeste,São Paulo,3507407,Borborema,16046,0,0,0,0,0.0481704169299064,1.359813342094
731,Sudeste,Minas Gerais,3108305,Borda da Mata,19412,0,0,0,0,0.0263807754280947,1.09210220421974
732,Sudeste,São Paulo,3507456,Borebi,2653,0,0,0,0,0.0305794708197027,1.04783034621585
733,Sul,Paraná,4103305,Borrazópolis,6592,0,0,0,0,0.0296564204097649,1.20435712280469
734,Sul,Rio Grande do Sul,4302501,Bossoroca,6279,0,0,0,0,0.148609701660348,2.73276495488281
735,Sudeste,Minas Gerais,3108404,Botelhos,14971,0,0,0,0,0.029145830940422,1.14207655891433
736,Sudeste,São Paulo,3507506,Botucatu,146497,35,23.8912742240455,30,20.4782350491819,0.130457624811015,2.40558204262752
737,Sudeste,Minas Gerais,3108503,Botumirim,6319,0,0,0,0,0.133086150690644,2.48598518774222
738,Nordeste,Bahia,2904209,Botuporã,10211,0,0,0,0,0.0523614969968094,0.988512330098211
739,Sul,Santa Catarina,4202701,Botuverá,5246,0,0,0,0,0.0269830522498751,1.00461635308625
740,Sul,Rio Grande do Sul,4302584,Bozano,2123,0,0,0,0,0.0185032826909719,0.859091553386884
741,Sul,Santa Catarina,4202800,Braço do Norte,33450,0,0,0,0,0.0194791576210491,0.972088558095982
742,Sul,Santa Catarina,4202859,Braço do Trombudo,3743,0,0,0,0,0.00823906242283101,0.495006932651644
743,Sul,Rio Grande do Sul,4302600,Braga,3353,0,0,0,0,0.0117890238774407,0.795948847380281
744,Norte,Pará,1501709,Bragança,127686,10,7.83171216891437,10,7.83171216891437,0.169985194303241,3.18253819664852
745,Sudeste,São Paulo,3507605,Bragança Paulista,168668,40,23.7152275476083,19,11.264733085114,0.0451265173866204,1.3242041205239
746,Sul,Paraná,4103354,Braganey,5427,0,0,0,0,0.0306532898572414,1.65349562482356
747,Nordeste,Alagoas,2701100,Branquinha,10494,0,0,0,0,0.0135959127250658,0.719734781627125
748,Sudeste,Minas Gerais,3108701,Brás Pires,4333,0,0,0,0,0.0193870146472364,0.72582982727988
749,Norte,Pará,1501725,Brasil Novo,15086,0,0,0,0,0.517742904733453,5.23473451515441
750,Centro-Oeste,Mato Grosso do Sul,5002308,Brasilândia,11872,0,0,0,0,0.504735751782505,4.42784074765623
751,Sudeste,Minas Gerais,3108552,Brasilândia de Minas,16538,0,0,0,0,0.21291467841337,2.78268687609623
752,Sul,Paraná,4103370,Brasilândia do Sul,2651,0,0,0,0,0.0258569890874014,0.675740815418192
753,Norte,Tocantins,1703602,Brasilândia do Tocantins,2201,0,0,0,0,0.0526490704189655,1.36845582175327
754,Norte,Acre,1200104,Brasiléia,26278,0,0,0,0,0.323711492083532,4.62257365153927
755,Nordeste,Piauí,2201960,Brasileira,8329,0,0,0,0,0.071793984076578,1.91068846474571
756,Centro-Oeste,Distrito Federal,5300108,Brasília,3015268,907,30.0802449400849,181,6.00278316885929,0.487482633540935,3.86898701213135
757,Sudeste,Minas Gerais,3108602,Brasília de Minas,32347,10,30.9147679846663,10,30.9147679846663,0.118298372214667,2.14172476150957
758,Centro-Oeste,Mato Grosso,5101902,Brasnorte,19695,0,0,0,0,1.32684126997088,7.07459102543346
759,Sudeste,São Paulo,3507704,Braúna,5686,0,0,0,0,0.0170175989904919,0.6727718840476
760,Sudeste,Minas Gerais,3108800,Braúnas,4801,0,0,0,0,0.0324646862590612,1.00601725526957
761,Centro-Oeste,Goiás,5203609,Brazabrantes,3703,0,0,0,0,0.0104107428956013,0.652137762812766
762,Sudeste,Minas Gerais,3108909,Brazópolis,14459,0,0,0,0,0.0322671379725534,1.00761220651486
763,Nordeste,Pernambuco,2602407,Brejão,8993,0,0,0,0,0.0131396322255739,0.587574132850766
764,Sudeste,Espírito Santo,3201159,Brejetuba,12404,0,0,0,0,0.0306158917916264,1.43173236098003
765,Nordeste,Rio Grande do Norte,2401800,Brejinho,12699,0,0,0,0,0.00502996109881337,0.336884042960652
766,Nordeste,Pernambuco,2602506,Brejinho,7487,0,0,0,0,0.00870331712948769,0.587726506618164
767,Norte,Tocantins,1703701,Brejinho de Nazaré,5497,0,0,0,0,0.142662717594135,2.44215502451395
768,Nordeste,Maranhão,2102101,Brejo,36397,0,0,0,0,0.0874801682435731,1.25290630127806
769,Sudeste,São Paulo,3507753,Brejo Alegre,2865,0,0,0,0,0.00919196551342338,0.458347734519058
770,Nordeste,Pernambuco,2602605,Brejo da Madre de Deus,50742,0,0,0,0,0.0625372954641819,1.52322453743162
771,Nordeste,Maranhão,2102150,Brejo de Areia,9188,0,0,0,0,0.0803332199583053,1.86047080452407
772,Nordeste,Paraíba,2502805,Brejo do Cruz,14122,0,0,0,0,0.0326102652540357,0.847951220090365
773,Nordeste,Piauí,2201988,Brejo do Piauí,3875,0,0,0,0,0.186136666106876,2.20568214617026
774,Nordeste,Paraíba,2502904,Brejo dos Santos,6449,0,0,0,0,0.00767062036726429,0.435995529718453
775,Nordeste,Sergipe,2800704,Brejo Grande,8309,0,0,0,0,0.0122927801005517,0.544603609016511
776,Norte,Pará,1501758,Brejo Grande do Araguaia,7380,0,0,0,0,0.10518774243593,1.82041151772647
777,Nordeste,Ceará,2302503,Brejo Santo,49477,10,20.2114113628555,8,16.1691290902844,0.0543573287040715,1.41989303754761
778,Nordeste,Bahia,2904308,Brejões,14295,0,0,0,0,0.0432205729869679,0.985035623441507
779,Nordeste,Bahia,2904407,Brejolândia,10557,0,0,0,0,0.186880328585346,2.05518431897112
780,Norte,Pará,1501782,Breu Branco,66046,0,0,0,0,0.320912586354169,3.23143538981018
781,Norte,Pará,1501808,Breves,102701,7,6.8159024741726,7,6.8159024741726,0.777062492476244,5.40401956872892
782,Centro-Oeste,Goiás,5203807,Britânia,5779,0,0,0,0,0.123070173119118,2.93890030584398
783,Sul,Rio Grande do Sul,4302659,Brochier,5074,0,0,0,0,0.00980810835039847,0.535194592288288
784,Sudeste,São Paulo,3507803,Brodowski,24939,0,0,0,0,0.0241978505222846,0.866601094638389
785,Sudeste,São Paulo,3507902,Brotas,24403,0,0,0,0,0.0965051965363273,1.91632417562424
786,Nordeste,Bahia,2904506,Brotas de Macaúbas,10231,0,0,0,0,0.196831512515502,3.13870446772105
787,Sudeste,Minas Gerais,3109006,Brumadinho,40103,0,0,0,0,0.0552568198538665,1.46524549959303
788,Nordeste,Bahia,2904605,Brumado,67195,10,14.8820596770593,10,14.8820596770593,0.18482667766375,2.92542033407707
789,Sul,Santa Catarina,4202875,Brunópolis,2420,0,0,0,0,0.0307398066591986,1.14613675551427
790,Sul,Santa Catarina,4202909,Brusque,134723,20,14.8452751200612,9,6.68037380402752,0.0257807708291011,1.03919658622245
791,Sudeste,Minas Gerais,3109105,Bueno Brandão,11001,0,0,0,0,0.0312534841593788,0.97877981183587
792,Sudeste,Minas Gerais,3109204,Buenópolis,10365,0,0,0,0,0.136400295027954,2.93371490721638
793,Nordeste,Pernambuco,2602704,Buenos Aires,13155,0,0,0,0,0.00763831555221373,0.492663033180781
794,Nordeste,Bahia,2904704,Buerarema,18349,0,0,0,0,0.0184435033523869,0.82835022380538
795,Sudeste,Minas Gerais,3109253,Bugre,3982,0,0,0,0,0.013921044465917,0.642545655716326
796,Nordeste,Pernambuco,2602803,Buíque,58378,0,0,0,0,0.108510664107342,1.67936788720778
797,Norte,Acre,1200138,Bujari,10266,0,0,0,0,0.249978037061908,3.13093058549437
798,Norte,Pará,1501907,Bujaru,29132,0,0,0,0,0.0816931588690721,1.78489703530225
799,Sudeste,São Paulo,3508009,Buri,19878,0,0,0,0,0.105917544010367,2.10928371917359
800,Sudeste,São Paulo,3508108,Buritama,17144,0,0,0,0,0.0284091681195378,0.883937061275278
801,Nordeste,Maranhão,2102200,Buriti,28678,0,0,0,0,0.120017482337317,1.42665100235492
802,Centro-Oeste,Goiás,5203906,Buriti Alegre,9459,0,0,0,0,0.076446855482402,1.93483046535902
803,Nordeste,Maranhão,2102309,Buriti Bravo,23884,0,0,0,0,0.129208954332555,1.8599222081909
804,Centro-Oeste,Goiás,5203939,Buriti de Goiás,2488,0,0,0,0,0.016840008758038,0.745929238487273
805,Norte,Tocantins,1703800,Buriti do Tocantins,11348,0,0,0,0,0.0205531529348804,0.707810090006638
806,Nordeste,Piauí,2202000,Buriti dos Lopes,19781,0,0,0,0,0.056081808039977,1.53669888470209
807,Nordeste,Piauí,2202026,Buriti dos Montes,8244,0,0,0,0,0.198795941517659,2.5999396400341
808,Nordeste,Maranhão,2102325,Buriticupu,72358,0,0,0,0,0.207364184171112,2.60305007255804
809,Centro-Oeste,Goiás,5203962,Buritinópolis,3292,0,0,0,0,0.0207047995785388,0.962296357313372
810,Nordeste,Bahia,2904753,Buritirama,21174,0,0,0,0,0.334305112222722,2.63724597513459
811,Nordeste,Maranhão,2102358,Buritirana,15430,0,0,0,0,0.0667908890294484,1.27242259228834
812,Norte,Rondônia,1100452,Buritis,39654,0,0,0,0,0.269345044620422,3.07435152586714
813,Sudeste,Minas Gerais,3109303,Buritis,24841,0,0,0,0,0.440005190115414,3.3799828690521
814,Sudeste,São Paulo,3508207,Buritizal,4481,0,0,0,0,0.0230273005767572,0.878953267975999
815,Sudeste,Minas Gerais,3109402,Buritizeiro,28056,0,0,0,0,0.613453705463769,4.99939648403544
816,Sul,Rio Grande do Sul,4302709,Butiá,20941,0,0,0,0,0.0704541694907448,2.13384611317984
817,Norte,Amazonas,1300839,Caapiranga,13081,0,0,0,0,0.769263707993716,4.92809226575683
818,Nordeste,Paraíba,2503001,Caaporã,21828,0,0,0,0,0.0123018985457293,0.552982881371787
819,Centro-Oeste,Mato Grosso do Sul,5002407,Caarapó,30174,0,0,0,0,0.18350198085659,2.49113089103397
820,Nordeste,Bahia,2904803,Caatiba,6758,0,0,0,0,0.0430601095408178,1.35500119453794
821,Nordeste,Paraíba,2503100,Cabaceiras,5611,0,0,0,0,0.0371015310421399,1.17332914611653
822,Nordeste,Bahia,2904852,Cabaceiras do Paraguaçu,18807,0,0,0,0,0.0184684607899044,0.717655981984384
823,Sudeste,Minas Gerais,3109451,Cabeceira Grande,6949,0,0,0,0,0.0871133777724253,1.93612084846485
824,Centro-Oeste,Goiás,5204003,Cabeceiras,7993,0,0,0,0,0.0950331575876362,1.73122578930353
825,Nordeste,Piauí,2202059,Cabeceiras do Piauí,10586,0,0,0,0,0.0496035770569279,1.05969395744447
826,Nordeste,Paraíba,2503209,Cabedelo,67736,0,0,0,0,0.00261188521514555,0.438321667122079
827,Norte,Rondônia,1100031,Cabixi,5312,0,0,0,0,0.109722623737412,1.745262077842
828,Nordeste,Pernambuco,2602902,Cabo de Santo Agostinho,207048,40,19.3191916850199,30,14.4893937637649,0.036828449080474,1.27044128257427
829,Sudeste,Rio de Janeiro,3300704,Cabo Frio,226525,55,24.2798808078579,22,9.71195232314314,0.0363567655620614,1.44039362301132
830,Sudeste,Minas Gerais,3109501,Cabo Verde,14075,0,0,0,0,0.0320887006359953,1.1973066150773
831,Sudeste,São Paulo,3508306,Cabrália Paulista,4264,0,0,0,0,0.0210590914559816,0.763599758208168
832,Sudeste,São Paulo,3508405,Cabreúva,49707,0,0,0,0,0.0229709725617795,0.955331243517384
833,Nordeste,Pernambuco,2603009,Cabrobó,34221,0,0,0,0,0.136091056278957,1.89741032234678
834,Sul,Santa Catarina,4203006,Caçador,78595,20,25.4469113811311,20,25.4469113811311,0.0893146680492691,2.11500247888412
835,Sudeste,São Paulo,3508504,Caçapava,94263,5,5.30430815908681,5,5.30430815908681,0.0325238896939481,0.980762177716467
836,Sul,Rio Grande do Sul,4302808,Caçapava do Sul,33624,0,0,0,0,0.286586205916478,4.22666204019769
837,Norte,Rondônia,1100601,Cacaulândia,6230,0,0,0,0,0.161933525090319,1.75486090142856
838,Sul,Rio Grande do Sul,4302907,Cacequi,12561,0,0,0,0,0.221405553344653,3.38201312944821
839,Centro-Oeste,Mato Grosso,5102504,Cáceres,94376,26,27.5493769602441,16,16.9534627447656,2.08199461740475,10.6613799165903
840,Nordeste,Bahia,2904902,Cachoeira,33470,0,0,0,0,0.0332764781016124,1.04018960013708
841,Centro-Oeste,Goiás,5204102,Cachoeira Alta,12484,0,0,0,0,0.141586451549983,2.49089357291154
842,Sudeste,Minas Gerais,3109600,Cachoeira da Prata,3603,0,0,0,0,0.0052827401657396,0.386642929364912
843,Centro-Oeste,Goiás,5204201,Cachoeira de Goiás,1351,0,0,0,0,0.0358213527921407,0.91397986509465
844,Sudeste,Minas Gerais,3109709,Cachoeira de Minas,11547,0,0,0,0,0.0266751737426034,1.18491155834665
845,Sudeste,Minas Gerais,3102704,Cachoeira de Pajeú,9412,0,0,0,0,0.0587258825109984,1.45955317492981
846,Norte,Pará,1502004,Cachoeira do Arari,23767,0,0,0,0,0.251901553959586,2.88965703364951
847,Norte,Pará,1501956,Cachoeira do Piriá,33900,0,0,0,0,0.200129881509085,2.49388468938654
848,Sul,Rio Grande do Sul,4303004,Cachoeira do Sul,82201,10,12.1653021252783,8,9.73224170022262,0.349936729473029,3.85364003792624
849,Nordeste,Paraíba,2503308,Cachoeira dos Índios,10244,0,0,0,0,0.0157979048246659,0.593605641481326
850,Sudeste,Minas Gerais,3109808,Cachoeira Dourada,2692,0,0,0,0,0.0172004419634391,0.689177275657147
851,Centro-Oeste,Goiás,5204250,Cachoeira Dourada,8067,0,0,0,0,0.0445822766696438,1.34378067700042
852,Nordeste,Maranhão,2102374,Cachoeira Grande,9431,0,0,0,0,0.0574074786406058,1.50371154139816
853,Sudeste,São Paulo,3508603,Cachoeira Paulista,33327,0,0,0,0,0.025310958970806,1.18044507641028
854,Sudeste,Rio de Janeiro,3300803,Cachoeiras de Macacu,58937,0,0,0,0,0.0838004690328376,1.68977723530133
855,Norte,Tocantins,1703826,Cachoeirinha,2275,0,0,0,0,0.0287829960024339,0.915514942891969
856,Nordeste,Pernambuco,2603108,Cachoeirinha,20380,0,0,0,0,0.0147201030073916,0.634895087032567
857,Sul,Rio Grande do Sul,4303103,Cachoeirinha,130293,0,0,0,0,0.00411224769050023,0.325141904082849
858,Sudeste,Espírito Santo,3201209,Cachoeiro de Itapemirim,208972,68,32.5402446260743,43,20.5769193958999,0.0749933176143145,1.9255373522701
859,Nordeste,Paraíba,2503407,Cacimba de Areia,3682,0,0,0,0,0.0180401201723157,0.578066711488189
860,Nordeste,Paraíba,2503506,Cacimba de Dentro,17187,0,0,0,0,0.013746559596953,0.54283697323846
861,Nordeste,Paraíba,2503555,Cacimbas,7173,0,0,0,0,0.010360215030488,0.546053007333199
862,Nordeste,Alagoas,2701209,Cacimbinhas,10858,0,0,0,0,0.0225386561181438,0.69086210266025
863,Sul,Rio Grande do Sul,4303202,Cacique Doble,5065,0,0,0,0,0.0186648568710552,0.975326522052965
864,Norte,Rondônia,1100049,Cacoal,85359,28,32.8026335828677,18,21.0874073032721,0.314085223646998,2.96664813765157
865,Sudeste,São Paulo,3508702,Caconde,18985,0,0,0,0,0.0408202578826149,1.12860991646696
866,Centro-Oeste,Goiás,5204300,Caçu,16009,0,0,0,0,0.192803806046413,3.33286011490958
867,Nordeste,Bahia,2905008,Caculé,23170,0,0,0,0,0.0512230892994694,1.36280226821214
868,Nordeste,Bahia,2905107,Caém,9213,0,0,0,0,0.044765960550194,1.30987725414828
869,Sudeste,Minas Gerais,3109907,Caetanópolis,11624,0,0,0,0,0.0134153983887586,0.756348370867872
870,Nordeste,Bahia,2905156,Caetanos,14542,0,0,0,0,0.0735290874557109,1.44974087787754
871,Sudeste,Minas Gerais,3110004,Caeté,44718,0,0,0,0,0.0467927373770749,1.40521934604622
872,Nordeste,Pernambuco,2603207,Caetés,28739,0,0,0,0,0.0242398421649739,0.845383058717632
873,Nordeste,Bahia,2905206,Caetité,50975,0,0,0,0,0.221786426586505,3.93085545202655
874,Nordeste,Bahia,2905305,Cafarnaum,18437,0,0,0,0,0.0533786258641555,0.969226329288893
875,Sul,Paraná,4103404,Cafeara,2934,0,0,0,0,0.0163425324393529,0.667995486913905
876,Sudeste,São Paulo,3508801,Cafelândia,17767,0,0,0,0,0.0803367282454701,1.75228744214171
877,Sul,Paraná,4103453,Cafelândia,18120,0,0,0,0,0.0242400235609921,1.10501046886701
878,Sul,Paraná,4103479,Cafezal do Sul,4044,0,0,0,0,0.0297464793933386,0.923542439154093
879,Sudeste,São Paulo,3508900,Caiabu,4191,0,0,0,0,0.0221496501528691,0.885485932239133
880,Sudeste,Minas Gerais,3110103,Caiana,5496,0,0,0,0,0.00923227020837203,0.53700028075486
881,Centro-Oeste,Goiás,5204409,Caiapônia,18913,0,0,0,0,0.732771658415118,6.65902123277375
882,Sul,Rio Grande do Sul,4303301,Caibaté,4846,0,0,0,0,0.0239542047057739,0.960106308408594
883,Sul,Santa Catarina,4203105,Caibi,6148,0,0,0,0,0.0159009977222695,1.05584109434122
884,Nordeste,Paraíba,2503605,Caiçara,7201,0,0,0,0,0.0104592982576719,0.75672508148354
885,Sul,Rio Grande do Sul,4303400,Caiçara,4743,0,0,0,0,0.0172408734791816,0.773281224277174
