FID,CD_MUN,NM_MUN,EST_POP_19,Shape__Area,Shape__Length,COD_UF
1465,2106672,Milagres do Maranhão,8464,641008845.567627,131403.344363669,21
1466,2102101,Brejo,36397,1085909138.81787,142999.617893841,21
1467,2106409,Mata Roma,16829,554430183.053833,131958.61549121,21
1468,2102200,Buriti,28678,1490713987.79492,158964.605510309,21
1469,2406106,Jucurutu,18295,950472786.312256,170327.676753704,24
1470,1200252,Epitaciolândia,18411,1726749881.43945,256056.090627435,12
1471,4304697,Capitão,2757,97570487.6445313,53181.1816610334,43
1472,4305587,Colinas,2438,76715757.6953125,61435.5660495108,43
1473,4317558,Santo Antônio do Palma,2128,163852577.695313,66935.4903503396,43
1474,4317756,Santo Antônio do Planalto,2019,263716059.777344,105413.59088135,43
1475,4318408,São Jerônimo,24248,1259009976.38281,308686.569560976,43
1476,4318424,São João da Urtiga,4657,219395264.353516,93338.8417269872,43
1477,4213500,Porto Belo,21388,118826601.307617,84920.804816291,42
1478,4208203,Itajaí,219536,365545186.066406,122253.40172029,42
1479,4202008,Balneário Camboriú,142295,57182581.5419922,59184.8958108961,42
1480,4218004,Tijucas,38407,354576364.660156,136247.487160852,42
1481,4208302,Itapema,65312,73754466.5185547,58831.9964871726,42
1482,4203204,Camboriú,82989,266619118.512695,93932.2223509047,42
1483,4205431,Formosa do Sul,2510,126168099.830078,52151.5757530482,42
1484,2919702,Macarani,18755,1311286065.39063,314932.059734967,29
1485,3140555,Mata Verde,8586,247076810.334961,100902.603797052,31
1486,3161403,São Francisco do Glória,4844,189295879.859375,76899.7167472773,31
1487,3103702,Araponga,8439,348756221.475586,125568.979937067,31
1488,3125952,Fervedouro,11006,410718676.208984,122081.515912055,31
1489,4320404,Serafina Corrêa,17502,213041000.597656,112199.240355169,43
1490,4312351,Montauri,1453,107203700.214844,66406.1962885738,43
1491,4315131,Pouso Novo,1639,138642182.126953,80186.6224044653,43
1492,4301875,Barra do Quaraí,4215,1416952975.03906,202559.456459516,43
1493,4322400,Uruguaiana,126970,7604397839.69922,469558.876830912,43
1494,4305934,Coronel Pilar,1628,139041036.333984,65626.625125164,43
1495,4305447,Chuvisca,5441,299665583.570313,98522.9294515056,43
1496,4309902,Ibiraiaras,7262,378823377.435547,123760.645866653,43
1497,4305405,Chiapetta,3756,511262587.810547,121070.782173801,43
1498,4309126,Gramado dos Loureiros,2082,167484542.416016,72561.1339825556,43
1499,4323804,Xangri-lá,16408,81029089.8769531,48097.392217647,43
1500,4321451,Teutônia,33232,236356607.083984,96131.2794616112,43
1501,4320602,Severiano de Almeida,3657,213515157.482422,80008.3723031809,43
1502,2807600,Umbaúba,25294,123051338.812012,60907.2641991622,28
1503,2806305,Santa Luzia do Itanhy,14035,340495493.04248,113626.297002689,28
1504,2803005,Itabaianinha,41928,524928188.635254,127456.382612381,28
1505,4313391,Novo Cabrais,4196,256972286.484375,96237.247993191,43
1506,4302154,Boa Vista das Missões,2098,251071330.21875,106318.042041708,43
1507,4307401,Esmeralda,3282,1068878309.75,253424.354976485,43
1508,4313706,Palmeira das Missões,33303,1827737125.94141,364282.852478427,43
1509,2800407,Arauá,10056,208144415.154297,91897.3011400618,28
1510,3157807,Santa Luzia,219134,266888728.996094,137987.890859651,31
1511,4314035,Pareci Novo,3837,76165210.7792969,50153.6966358602,43
1512,4300034,Aceguá,4901,2149147522.22461,289964.443719279,43
1513,4304622,Capão Bonito do Sul,1654,680254923.902344,168256.662285264,43
1514,4321857,Três Palmeiras,4271,230914512.072266,99063.2068430372,43
1515,4316105,Ronda Alta,10601,538067735.416016,180268.464234358,43
1516,4311643,Linha Nova,1714,84053767.7695313,47694.4708493743,43
1517,2311355,Quixelô,16178,616466861.377441,138678.065422811,23
1518,2313906,Uruoca,13840,704722338.521362,173431.819007103,23
1519,2314102,Viçosa do Ceará,60889,1324750212.48267,181207.492492639,23
1520,2303303,Cariús,18699,1057361960.7832,193006.939141065,23
1521,4319802,São Vicente do Sul,8721,1559791500.75195,292272.377936468,43
1522,4319125,São Martinho da Serra,3234,886503159.376953,190017.418723251,43
1523,4319406,São Pedro do Sul,16198,1159952735.29688,236205.438479483,43
1524,4321105,Tapes,17300,1092130811.75781,224095.072062513,43
1525,4321303,Taquari,26862,465831019.652344,131310.209515687,43
1526,4315750,Riozinho,4653,318063309.164063,109004.642251766,43
1527,4315800,Roca Sales,11393,275063447.330078,104734.816363435,43
1528,4316006,Rolante,21349,392618267.576172,108458.62852142,43
1529,4306304,David Canabarro,4740,226722063.189453,94269.5868009999,43
1530,4307450,Esperança do Sul,2926,189410528.335938,86145.4154739313,43
1531,4308300,Fontoura Xavier,10304,765592484.142578,192524.067447672,43
1532,4312906,Nova Bassano,9916,276172507.435547,93365.2394030433,43
1533,4306908,Encruzilhada do Sul,25877,4537105413.04883,504485.030005587,43
1534,4317004,Santana da Boa Vista,8098,1932311879.2207,331187.178187871,43
1535,4317806,Santo Augusto,13885,601216338.617188,187561.833760678,43
1536,4308805,General Câmara,8385,680481821.335938,153065.388575675,43
1537,4323606,Vista Alegre do Prata,1561,156015957.462891,78501.5695055658,43
1538,4309159,Gramado Xavier,4325,286958582.353516,105825.098791263,43
1539,4320859,Tabaí,4719,125931682.167969,62770.8620399881,43
1540,4320503,Sertão,5415,566844370.197266,230739.343297078,43
1541,4321006,Tapera,10584,234547326.46875,103225.555256365,43
1542,4315321,Quevedos,2788,717118408.867188,194772.939171344,43
1543,4315453,Relvado,2090,162199322.912109,69615.2371280916,43
1544,2512408,Puxinanã,13680,72708405.1523438,44422.0368472196,25
1545,2302909,Capistrano,17738,229450201.935913,96713.0111543963,23
1546,1504604,Mocajuba,31136,878796211.285278,222192.305163793,15
1547,2302107,Baturité,35750,318024872.65332,157238.704411943,23
1548,4314076,Passo do Sobrado,6535,353012630.404297,111832.957684979,43
1549,1507953,Tailândia,106339,4471765655.30396,333901.793228255,15
1550,4306973,Erebango,2991,195746778.677734,83882.8183065664,43
1551,1503457,Ipixuna do Pará,64053,5263310140.89636,886983.048933008,15
1552,1503309,Igarapé-Miri,62698,2012831749.7085,267621.781316156,15
1553,4304408,Canela,44998,335107267.417969,115236.133970552,43
1554,1501782,Breu Branco,66046,3985240728.93237,360070.977564551,15
1555,4318200,São Francisco de Paula,21710,4299993004.79688,673434.353378527,43
1556,4321204,Taquara,57466,608210496.367188,195732.279383293,43
1557,4321709,Três Coroas,28220,244866407.042969,90666.6639626576,43
1558,2408102,Natal,884122,170247080.07251,71530.4498844061,24
1559,2313757,Umirim,19825,319078063.394653,103946.034883568,23
1560,2504702,Congo,4786,332917799.643555,89940.5723061087,25
1561,2920601,Maragogipe,44677,463079790.677734,149711.320188972,29
1562,2928950,São Domingos,9058,303743617.626465,81410.4748647071,29
1563,1501303,Barcarena,124680,1320064943.15607,166116.325724898,15
1564,2412005,São Gonçalo do Amarante,102400,254032454.669678,77245.413018411,24
1565,1501204,Baião,47446,3796420112.14001,400893.377218655,15
1566,2403608,Extremoz,28583,142969787.036621,61920.861143749,24
1567,2403251,Parnamirim,261469,126163521.871338,65946.6381035789,24
1568,1500206,Acará,55591,4379202440.77637,443057.456743636,15
1569,1500107,Abaetetuba,157698,1622966295.04816,202363.980584997,15
1570,1504703,Moju,82094,9175852777.29858,630035.400526929,15
1571,1200500,Sena Madureira,45848,24614557765.5757,968282.520061305,12
1572,1714203,Natividade,9244,3404052301.38965,501804.779125437,17
1573,1200054,Assis Brasil,7417,5186797907.60449,639216.321459047,12
1574,4322541,Vale Real,5913,59564199.9316406,55430.9139035734,43
1575,4322707,Vera Cruz,26863,411871300.074219,139603.825594112,43
1576,4321477,Tiradentes do Sul,5704,300651895.695313,114163.35898725,43
1577,4322327,Turuçu,3438,349765894.457031,148117.937023297,43
1578,4316709,Santa Bárbara do Sul,7994,1264761067.74023,254495.003770045,43
1579,4322525,Vale Verde,3497,439637609.662109,119320.821167576,43
1580,4314159,Paverama,8487,227974049.708984,82441.9541605492,43
1581,5107040,Primavera do Leste,62019,5915424940.82227,664954.198106626,51
1582,4306429,Dois Irmãos das Missões,2026,289365745.101563,116486.234155448,43
1583,1705607,Conceição do Tocantins,4105,2663097318.68018,309883.449841273,17
1584,4303558,Camargo,2733,179821114.724609,82163.0257670085,43
1585,1700400,Almas,7055,4209579308.93311,515893.153188918,17
1586,3304805,São Fidélis,38669,1203924897.77539,186718.53534409,33
1587,3305307,São Sebastião do Alto,9357,463542980.87207,188830.032351632,33
1588,4301602,Bagé,121143,5612448088.7207,677067.209184639,43
1589,4306809,Encantado,22706,184432460.527344,78756.8761454394,43
1590,4321956,Trindade do Sul,5802,342646223.673828,130884.090685189,43
1591,2404606,Ielmo Marinho,13766,317309860.481445,74323.4501120284,24
1592,2404705,Ipanguaçu,15491,380264504.34082,83523.8757280513,24
1593,2303402,Carnaubal,17606,367548316.702515,85001.6080975485,23
1594,2209872,São João da Fronteira,6042,826584225.17688,215900.167858494,22
1595,3122306,Divinópolis,238230,807321669.220703,205842.921254222,31
1596,2513703,Santa Rita,136586,734386120.671387,159528.237856368,25
1597,2404804,Ipueira,2241,129990888.689209,59723.0008579251,24
1598,2404853,Itajá,7548,207006052.343018,67972.4351485661,24
1599,2404903,Itaú,5878,135300119.958984,72224.3131459594,24
1600,2405009,Jaçanã,9133,55614925.083252,52958.6190512425,24
1601,2405207,Janduís,5268,310296172.496338,83765.2013504559,24
1602,2405504,Jardim de Angicos,2612,258191443.475342,71728.3784853917,24
1603,2704401,Major Isidoro,19804,458154012.196289,106407.369850075,27
1604,2405702,Jardim do Seridó,12396,374992673.109375,94367.629525772,24
1605,2405900,João Dias,2654,89830289.060791,48050.2212533465,24
1606,2703700,Jaramataia,5770,109160530.154785,60118.6264688267,27
1607,2700706,Batalha,18232,327179168.484863,81869.7801438032,27
1608,2705705,Olho d'Água das Flores,21688,198315446.186768,82719.1159370189,27
1609,2706000,Olivença,11624,181363071.005371,56194.3896582816,27
1610,2406007,José da Penha,5951,119870047.617432,51585.8035000156,24
1611,2406304,Lagoa de Pedras,7544,120145037.609619,54198.1986065247,24
1612,2406403,Lagoa de Velhos,2732,113589647.705566,43938.163001381,24
1613,2406502,Lagoa Nova,15614,179485309.235107,97975.8626009843,24
1614,2400109,Acari,11136,620193992.355713,121179.899610516,24
1615,2400208,Açu,58017,1324362643.97119,180372.694961011,24
1616,2400307,Afonso Bezerra,11035,585313580.450684,134286.525615325,24
1617,2400406,Água Nova,3252,51621060.8000488,30102.0555852756,24
1618,2400505,Alexandria,13577,388485823.048584,119461.263730121,24
1619,2406700,Lajes,11277,687882806.633301,149153.362432704,24
1620,2406809,Lajes Pintadas,4759,132588307.731445,53470.509498736,24
1621,2400604,Almino Afonso,4735,130378672.864502,66908.7409134468,24
1622,2400703,Alto do Rodrigues,14529,194298822.829346,83021.5967705954,24
1623,2400802,Angicos,11714,753794512.867676,151104.861448473,24
1624,2400901,Antônio Martins,7145,249436502.156738,107482.785799285,24
1625,2401008,Apodi,35845,1628769124.94434,233747.083794993,24
1626,2401206,Arês,14306,117533505.008057,54484.7508357411,24
1627,2401503,Barcelona,3998,155305441.908447,73322.2217654046,24
1628,2401602,Bento Fernandes,5497,306050175.790771,94896.6657701189,24
1629,2401701,Bom Jesus,10210,124195745.171387,43881.9465956711,24
1630,2406155,Jundiá,3898,45474659.5334473,35061.2432013588,24
1631,2406205,Lagoa d'Anta,6769,107678228.591309,50101.1794140326,24
1632,2401453,Baraúna,28374,837754513.289307,130560.764546211,24
1633,2401651,Bodó,2223,257975576.782959,85222.9895935349,24
1634,2401800,Brejinho,12699,62700156.0273438,37631.4990236047,24
1635,2402006,Caicó,67952,1252550939.95801,187384.059736851,24
1636,2406601,Lagoa Salgada,8245,80572966.5786133,41634.9853831028,24
1637,2407104,Macaíba,80792,518988447.072754,100332.176924887,24
1638,2304400,Fortaleza,2669342,315816540.343872,113603.465381389,23
1639,1508100,Tucuruí,113659,2107739752.32898,274252.332216612,15
1640,4312203,Maximiliano de Almeida,4377,266446273.255859,122178.913388747,43
1641,4311908,Marcelino Ramos,4402,293038643.017578,158293.013841553,43
1642,1502939,Dom Eliseu,59719,5332167653.89087,404041.425451771,15
1643,2701209,Cacimbinhas,10858,291337025.945801,84656.5366678862,27
1644,1718659,Rio da Conceição,2130,879273697.411621,165643.17808031,17
1645,1718006,Porto Alegre do Tocantins,3139,525926093.183105,185176.783870578,17
1646,1707009,Dianópolis,22139,3480354049.63135,539693.745824422,17
1647,4119905,Ponta Grossa,351736,2518043649.8877,428258.765077755,41
1648,2703106,Igaci,25631,345986889.593018,127324.519135598,27
1649,3202405,Guarapari,124859,676442251.908203,186188.970257305,32
1650,1506583,Santa Maria das Barreiras,21449,10636533626.0542,641712.215399124,15
1651,2110856,São Francisco do Brejão,11798,756670261.786865,155446.549062592,21
1652,2105500,João Lisboa,23632,1152310468.65894,222134.348393331,21
1653,2105427,Itinga do Maranhão,26000,3625778866.82922,448357.243630589,21
1654,2103257,Cidelândia,14697,1485305216.56104,214917.985472279,21
1655,2102036,Bom Jesus das Selvas,34028,2712250989.07056,292286.681822965,21
1656,2102002,Bom Jardim,41630,6663362811.31995,685576.65892899,21
1657,2100600,Amarante do Maranhão,41435,7551650759.22656,466480.339476852,21
1658,2100055,Açailândia,112445,5887950865.70215,525822.361202527,21
1659,2401909,Caiçara do Rio do Vento,3684,265601020.379883,79732.9695018353,24
1660,2402105,Campo Redondo,11217,217703465.240479,64849.8709141065,24
1661,2402402,Carnaúba dos Dantas,8180,251196618.192139,80977.6370999118,24
1662,2402709,Cerro Corá,11179,400526823.861816,103003.278617348,24
1663,2402808,Coronel Ezequiel,5506,189288800.966064,61374.0911026573,24
1664,4300406,Alegrete,73589,10386673892.7754,695002.047505378,43
1665,2402907,Coronel João Pessoa,4912,119327836.187012,52824.0502256584,24
1666,2403004,Cruzeta,7998,301470233.556641,89259.2185611762,24
1667,2403103,Currais Novos,44786,880385719.229248,172060.784162275,24
1668,2928604,Santo Amaro,60069,522223156.305176,157269.275606991,29
1669,2403301,Encanto,5638,128038744.190918,50493.7234752457,24
1670,2705903,Olho d'Água Grande,5123,121449273.111816,50810.8678337231,27
1671,2906501,Candeias,87076,266163018.062012,86529.8847154822,29
1672,2104057,Estreito,41946,2775515587.06445,281940.97186462,21
1673,2403509,Espírito Santo,10505,138401528.962891,55993.1018018687,24
1674,1720002,Santa Terezinha do Tocantins,2529,279457525.863037,98423.594247757,17
1675,2403707,Felipe Guerra,5985,272911492.595947,66808.9899814402,24
1676,2403806,Florânia,9116,514059945.444336,131230.498678337,24
1677,2403905,Francisco Dantas,2824,184809306.910889,74807.1458242425,24
1678,1713809,Palmeiras do Tocantins,6658,758308407.200439,157204.656653396,17
1679,1706506,Darcinópolis,6097,1672745417.33154,262556.43256614,17
1680,1701051,Angico,3433,457309335.35791,110444.587688377,17
1681,2403756,Fernando Pedroza,3054,328057659.243408,94754.3873529892,24
1682,2404002,Frutuoso Gomes,4068,64436944.2658691,44686.0258023399,24
1683,1505650,Placas,30982,7254633723.80273,588717.557254153,15
1684,2404200,Goianinha,26328,195894371.733398,68891.832319863,24
1685,5212501,Luziânia,208299,4332259539.0791,423891.218950895,52
1686,1505700,Ponta de Pedras,31082,3387751909.09607,421005.805525612,15
1687,2308609,Monsenhor Tabosa,17234,905106146.843262,191874.456965369,23
1688,1505908,Porto de Moz,41135,17566068500.4899,614571.833225882,15
1689,1506005,Prainha,29866,14907820230.5053,816724.333629991,15
1690,1506104,Primavera,10825,260414090.384613,89100.326029489,15
1691,1506112,Quatipuru,13608,305049412.831757,106248.033089605,15
1692,2308500,Mombaça,43797,2151608326.0022,330910.843496838,23
1693,1506161,Rio Maria,18193,4210337061.2395,405474.180146338,15
1694,2309409,Novo Oriente,28607,962848569.418457,195921.477172699,23
1695,1506195,Rurópolis,50510,7107104375.23462,571850.651282597,15
1696,1506203,Salinópolis,40675,227675812.297485,104551.753451325,15
1697,1506302,Salvaterra,23752,924889019.878754,185083.004271119,15
1698,1506351,Santa Bárbara do Pará,21079,280148107.976135,82552.9929425146,15
1699,1506401,Santa Cruz do Arari,10128,1084009275.13867,151396.813769054,15
1700,1506500,Santa Izabel do Pará,70801,722903582.431763,123534.130340141,15
1701,1506609,Santa Maria do Pará,24861,461070902.292236,93484.6786298096,15
1702,1506708,Santana do Araguaia,72817,11982808897.2358,597994.837453171,15
1703,1506807,Santarém,304589,18059068435.3466,855811.177062272,15
1704,1507003,Santo Antônio do Tauá,31482,541442078.237671,145799.014935033,15
1705,1507151,São Domingos do Araguaia,25557,1415431368.08911,169177.201749097,15
1706,1507201,São Domingos do Capim,31989,1699950022.49744,231614.928185955,15
1707,1507409,São Francisco do Pará,15882,482879867.583923,120591.003756093,15
1708,2404309,Governador Dix-Sept Rosado,13037,1147143901.30859,168960.260346587,24
1709,4117107,Nova Londrina,13213,318425783.203125,115496.979342222,41
1710,5209804,Hidrolina,3564,624203966.470703,140965.148764904,52
1711,5209903,Iaciara,13947,1657858247.24316,285090.667996149,52
1712,5209952,Indiara,15611,1053790801.46582,235314.44882632,52
1713,4217204,São Miguel do Oeste,40482,294764500.900391,92989.2530738681,42
1714,4206405,Guaraciaba,10090,416493907.605469,167606.481764497,42
1715,4202099,Barra Bonita,1677,116377855.074219,77785.2847478096,42
1716,2800704,Brejo Grande,8309,149741478.581055,59339.3222305313,28
1717,2411106,Ruy Barbosa,3600,127979432.970947,58025.830135425,24
1718,2411502,Santo Antônio,24136,306801786.199219,87750.842887282,24
1719,2411809,São Fernando,3584,412082900.431641,99296.8825194582,24
1720,1506138,Redenção,84787,3925949697.19287,371592.719977116,15
1721,2302404,Boa Viagem,54470,2876498367.62866,339289.471540545,23
1722,2301505,Arneiroz,7840,1088331544.94092,182961.892454563,23
1723,2305605,Independência,26178,3273521757.55664,318495.366618024,23
1724,5210158,Ipiranga de Goiás,2893,260533659.185547,81907.0300795206,52
1725,5210208,Iporá,31531,1121796853.96777,226262.439697895,52
1726,5210307,Israelândia,2800,630788230.601563,159847.664865215,52
1727,5210406,Itaberaí,42900,1587396083.05273,277128.417954333,52
1728,5210562,Itaguari,4676,159504498.380859,68482.1818927167,52
1729,5210604,Itaguaru,5237,260285689.322266,93668.9738860584,52
1730,5210802,Itajá,4539,2354638769.16504,417913.557679188,52
1731,5211008,Itapirapuã,4997,2217977264.86426,308687.64978539,52
1732,5211206,Itapuranga,25768,1383227941.69043,239970.795027339,52
1733,5211305,Itarumã,7178,3854049825.5,512527.606952104,52
1734,5211404,Itauçu,8938,418592322.910156,131008.107952872,52
1735,5211602,Ivolândia,2370,1378238098.72266,395295.377444077,52
1736,5211701,Jandaia,6048,951082225.299805,206634.355356991,52
1737,5211800,Jaraguá,50511,2007214951.90625,281986.431176769,52
1738,5212006,Jaupaci,2879,574789809.457031,138153.831493535,52
1739,5212055,Jesúpolis,2490,133257208.697266,61840.5042814338,52
1740,5212105,Joviânia,7387,494078873.743164,161041.682148615,52
1741,5219704,Santa Terezinha de Goiás,8744,1288203748.59668,352794.623352022,52
1742,5216908,Pilar de Goiás,2253,973750352.020508,329031.296293242,52
1743,2412302,São José do Campestre,12856,347545512.801758,94106.8423173492,24
1744,2412401,São José do Seridó,4634,177922713.976563,62987.2744825495,24
1745,5212253,Lagoa Santa,1588,517129960.762695,127758.142985325,52
1746,5212600,Mairipotaba,2368,515616310.717773,172227.0974802,52
1747,5212907,Marzagão,2236,247211035.191406,85836.8136525906,52
1748,5212956,Matrinchã,4351,1245120334.28027,320770.742726976,52
1749,5213053,Mimoso de Goiás,2597,1495405857.13184,256742.290278467,52
1750,5213087,Minaçu,29070,3043787639.39844,401693.024519446,52
1751,3301009,Campos dos Goytacazes,507548,4697124373.82227,553570.81477163,33
1752,5213509,Monte Alegre de Goiás,8606,3313867930.66797,400167.874153432,52
1753,5213772,Montividiu do Norte,4479,1414215123.6709,277526.525160008,52
1754,5213806,Morrinhos,46136,3155929191.59668,325332.856497781,52
1755,5213855,Morro Agudo de Goiás,2248,305561547.724609,102083.99293248,52
1756,5213905,Mossâmedes,4290,746167706.505859,166637.409110531,52
1757,5214002,Mozarlândia,15659,1867038932.7998,287304.555779663,52
1758,5214051,Mundo Novo,4887,2289727751.55225,273456.143228063,52
1759,5214101,Mutunópolis,3778,1018895550.24854,263981.736208283,52
1760,4319604,São Sepé,23621,2960036601.72656,472378.55466344,43
1761,2411700,São Bento do Trairí,4449,194476364.334229,70453.777898773,24
1762,5214606,Niquelândia,46388,10563544451.5342,641329.811397485,52
1763,5214705,Nova América,2352,228669617.541992,92084.3327622051,52
1764,4315503,Restinga Sêca,15789,1291157481.4668,239038.18544145,43
1765,5214861,Nova Glória,8164,445506763.302734,133123.643600824,52
1766,5214879,Nova Iguaçu de Goiás,2929,673305453.670898,173159.969844575,52
1767,5214903,Nova Roma,3264,2278381475.26904,273915.761451025,52
1768,4308409,Formigueiro,6664,774058163.117188,162597.636519566,43
1769,2109452,Raposa,30761,80504610.7181396,54226.9126100572,21
1770,2107506,Paço do Lumiar,122197,127898564.067627,62308.6777035569,21
1771,4303004,Cachoeira do Sul,82201,5019115309.35352,469457.884874804,43
1772,1302603,Manaus,2182763,11502087035.6017,635088.060274382,13
1773,2802700,Ilha das Flores,8520,56818460.3378906,45507.6318941119,28
1774,2708501,São Luís do Quitunde,34555,410398290.499512,101894.267818832,27
1775,2706802,Piaçabuçu,17827,250862420.070313,79703.3731831683,27
1776,2706703,Penedo,63683,717089485.400391,154996.440806798,27
1777,5215009,Nova Veneza,9853,134766634.282227,65395.9778022692,52
1778,5215256,Novo Planalto,4495,1319822070.479,245090.981126683,52
1779,5215306,Orizona,15615,2169537583.50195,240730.341068505,52
1780,5215504,Ouvidor,6667,461097238.31543,120319.199249387,52
1781,5215652,Palestina de Goiás,3464,1447730520.91406,238485.873188377,52
1782,5215702,Palmeiras de Goiás,28858,1689646685.08105,241928.364214361,52
1783,5215801,Palmelo,2381,65041540.4541016,43385.7241710477,52
1784,5215900,Palminópolis,3585,425496555.605469,99397.652321779,52
1785,5216403,Paraúna,10988,4157837818.0166,424583.381882859,52
1786,5216452,Perolândia,3129,1138163967.2998,227026.376676921,52
1787,5217203,Piranhas,10385,2238085935.60059,284833.999844447,52
1788,5217401,Pires do Rio,31458,1183673621.16309,252140.83446979,52
1789,5217708,Pontalina,17819,1589074814.84473,262155.6459649,52
1790,2411908,São Francisco do Oeste,4228,76922167.4509277,46412.2119408934,24
1791,5218052,Porteirão,3881,670601031.06543,159537.35871718,52
1792,5218102,Portelândia,4011,614296481.644531,155429.60200501,52
1793,5218391,Professor Jamil,3223,385333313.557617,146360.182485898,52
1794,5218706,Rianápolis,4801,172448123.265625,76918.0371457392,52
1795,5218904,Rubiataba,19882,808027112.708984,163660.063993615,52
1796,5219209,Santa Cruz de Goiás,2855,1224096066.36035,167581.765046673,52
1797,5219258,Santa Fé de Goiás,5459,1268410790.10742,229132.12360653,52
1798,5219308,Santa Helena de Goiás,38648,1265971831.43457,213354.901952871,52
1799,5219357,Santa Isabel,3809,872246667.55957,200825.333842669,52
1800,5219456,Santa Rita do Novo Destino,3343,1029501129.1748,266125.497256944,52
1801,5219506,Santa Rosa de Goiás,2319,178716338.879883,70311.0978191858,52
1802,5219605,Santa Tereza de Goiás,3355,845910401.958496,188393.035369407,52
1803,5219712,Santo Antônio da Barra,4821,499370919.291016,121538.295094565,52
1804,5219738,Santo Antônio de Goiás,6283,145240198.355469,63514.0933374644,52
1805,5219902,São Francisco de Goiás,6264,452332812.27832,118042.664560573,52
1806,5220009,São João d'Aliança,13740,3570429716.10205,497332.471369446,52
1807,5220058,São João da Paraúna,1381,315885978.46875,91263.5970209119,52
1808,5220157,São Luiz do Norte,5167,631300962.486328,138701.643871319,52
1809,5220264,São Miguel do Passa Quatro,4057,591273742.011719,131767.304272735,52
1810,5220280,São Patrício,2036,186016436.719727,74784.3952893054,52
1811,5220504,Serranópolis,8544,6159163296.43457,525125.779635767,52
1812,5220686,Simolândia,6856,373214857.820313,123737.309795282,52
1813,2412104,São João do Sabugi,6193,282665011.699463,85152.1127349025,24
1814,5218003,Porangatu,45394,5120366885.76758,538284.715682722,52
1815,5221080,Teresina de Goiás,3458,825465920.911621,184773.626816461,52
1816,5221304,Três Ranchos,2833,314777374.189453,114317.114643029,52
1817,5221452,Trombas,3500,849709788.128906,210534.165664878,52
1818,5221577,Uirapuru,2854,1234071978.81738,243125.783853961,52
1819,5221601,Uruaçu,40532,2296951284.44629,390298.740287101,52
1820,5221700,Uruana,13843,566367123.339844,169469.217740016,52
1821,5221809,Urutaí,3072,692350116.603516,135847.997051886,52
1822,5221908,Varjão,3827,571367423.379883,158432.514461505,52
1823,5222005,Vianópolis,13863,1047261376.3584,178442.439282745,52
1824,5222054,Vicentinópolis,8743,817029705.415039,194231.697182239,52
1825,5222302,Vila Propício,5821,2357789008.69727,326724.902731435,52
1826,2406908,Lucrécia,3996,31490929.3942871,35015.4375284464,24
1827,2407005,Luís Gomes,10116,169826325.917725,66755.6364490364,24
1828,2407252,Major Sales,4020,32586261.6340332,27659.4983186382,24
1829,2407302,Marcelino Vieira,8347,352198969.45874,79240.7168897389,24
1830,2407401,Martins,8725,172515617.114502,87666.862097664,24
1831,2412609,São Paulo do Potengi,17579,244622530.022705,64838.9138406822,24
1832,2412708,São Pedro,5971,198618834.568115,62764.8392260524,24
1833,2412807,São Rafael,8202,477132862.42334,93011.2205378024,24
1834,2412906,São Tomé,11055,877828989.142334,133180.540592519,24
1835,2413003,São Vicente,6424,201475284.344482,79467.1222794845,24
1836,2407708,Montanhas,11251,83830018.6887207,39640.21667134,24
1837,2408003,Mossoró,297378,2130598044.13013,224162.995539343,24
1838,2413102,Senador Elói de Souza,6086,155099441.868896,61877.3187685941,24
1839,1500131,Abel Figueiredo,7434,622841148.768555,145356.530034546,15
1840,1500305,Afuá,39218,8394945429.43051,491377.683955643,15
1841,1500347,Água Azul do Norte,27430,7261598726.08594,517206.794879818,15
1842,1500404,Alenquer,56789,23813304251.5327,1254695.39407202,15
1843,1500503,Almeirim,34109,73474845419.0706,1907955.81644975,15
1844,1500602,Altamira,114594,162796380412.625,3338373.87537872,15
1845,1500701,Anajás,29277,6961760252.28033,464498.224839398,15
1846,1500800,Ananindeua,530598,191967910.921692,103490.029109255,15
1847,3304706,Santo Antônio de Pádua,42479,701265767.123047,175436.652331059,33
1848,1500909,Augusto Corrêa,45998,1107433915.55649,243260.109010807,15
1849,1500958,Aurora do Pará,31338,1826792633.30139,283430.536922253,15
1850,1501006,Aveiro,16388,17259781362.113,789920.029213542,15
1851,1501105,Bagre,30673,4434632288.41895,425310.057073969,15
1852,3302106,Itaocara,23234,504425961.169922,155096.750477997,33
1853,1501402,Belém,1492745,1067111669.04553,195107.108657087,15
1854,1501451,Belterra,17732,4441814787.46265,429391.035649789,15
1855,1501501,Benevides,62737,189193785.809509,89126.9085988196,15
1856,1501576,Bom Jesus do Tocantins,16981,2857467998.56738,232552.317511714,15
1857,3300159,Aperibé,11759,109978219.766602,53136.7528638358,33
1858,1501725,Brasil Novo,15086,6426619306.46533,583204.741596703,15
1859,1501758,Brejo Grande do Araguaia,7380,1310055855.09253,203182.056005726,15
1860,1501808,Breves,102701,9634942140.03787,602453.88043187,15
1861,2702405,Delmiro Gouveia,52016,649888866.482666,125074.994559974,27
1862,1501956,Cachoeira do Piriá,33900,2438817349.80786,277094.652348594,15
1863,1502004,Cachoeira do Arari,23767,3121947431.36005,321691.610912815,15
1864,1502103,Cametá,137890,3106911115.63013,327780.364287965,15
1865,1502152,Canaã dos Carajás,37085,3207785376.57935,339169.841136098,15
1866,1502202,Capanema,69027,625907021.389221,138171.854938139,15
1867,1502400,Castanhal,200793,1036744238.17358,206660.104059906,15
