OBJECTID,Codigo_Municipio,Nome_municipio,Nome_Estado,GR,Pop_Total,Total_Medicos,Medicos_SUS,Medicos_100mil_hab_Ind,Medicos_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
3469,3534401,Osasco,São Paulo,Sudeste,698418,1685,939,241.259532257187,134.446706699999,0.00574315968128758,0.459669410183243
3470,3534500,Oscar Bressane,São Paulo,Sudeste,2603,1,1,38.4172109104879,38.4172109104879,0.0194666408103785,0.691780199007853
3471,4313508,Osório,Rio Grande do Sul,Sul,45994,103,85,223.942253337392,184.806713919207,0.0619876284937391,1.57503653469151
3472,3534609,Osvaldo Cruz,São Paulo,Sudeste,32879,37,24,112.533836187232,72.9949207700964,0.0216529622750841,1.12304349894663
3473,4211751,Otacílio Costa,Santa Catarina,Sul,18744,5,2,26.6752027315408,10.6700810926163,0.0771851817441984,2.54883961591325
3474,1505403,Ourém,Pará,Norte,17842,7,7,39.2332698128013,39.2332698128013,0.0457044225359624,1.19689203925845
3475,2923308,Ouriçangas,Bahia,Nordeste,8564,4,4,46.7071461933676,46.7071461933676,0.0130311717589677,0.521437224946227
3476,2609907,Ouricuri,Pernambuco,Nordeste,69459,77,76,110.856764422177,109.417066182928,0.19531673872072,2.76533115117709
3477,1505437,Ourilândia do Norte,Pará,Norte,32832,22,22,67.0077972709552,67.0077972709552,1.18064756174948,8.68926213616189
3478,3534708,Ourinhos,São Paulo,Sudeste,113542,235,143,206.971869440383,125.944584382872,0.0260457651186243,0.834485383387789
3479,4117404,Ourizona,Paraná,Sul,3428,0,0,0,0,0.0155941257570476,0.795968167014617
3480,4211801,Ouro,Santa Catarina,Sul,7295,2,2,27.4160383824537,27.4160383824537,0.0194681709124325,0.782217684642746
3481,2408508,Ouro Branco,Rio Grande do Norte,Nordeste,4812,3,3,62.3441396508728,62.3441396508728,0.0207080849236831,0.706536606466644
3482,2706109,Ouro Branco,Alagoas,Nordeste,11496,2,2,17.3973556019485,17.3973556019485,0.0161679383326998,0.554295164923337
3483,3145901,Ouro Branco,Minas Gerais,Sudeste,39500,49,16,124.050632911392,40.5063291139241,0.022406901812019,0.981888491790408
3484,3146008,Ouro Fino,Minas Gerais,Sudeste,33639,41,39,121.882338951812,115.936859002943,0.046759317018882,1.32001749227115
3485,3146107,Ouro Preto,Minas Gerais,Sudeste,74281,99,82,133.277688776403,110.391621006718,0.107806484177218,2.41578760003357
3486,1100155,Ouro Preto do Oeste,Rondônia,Norte,36035,41,26,113.778271125295,72.1520743721382,0.162741969158333,2.7505643954349
3487,2510600,Ouro Velho,Paraíba,Nordeste,3039,3,3,98.7166831194472,98.7166831194472,0.0106034530978434,0.503212464528327
3488,3534807,Ouro Verde,São Paulo,Sudeste,8562,6,6,70.0770847932726,70.0770847932726,0.0232538871196084,0.832529154909341
3489,4211850,Ouro Verde,Santa Catarina,Sul,2217,2,2,90.21199819576,90.21199819576,0.0171628059165414,0.760886313984541
3490,5215405,Ouro Verde de Goiás,Goiás,Centro-Oeste,3759,3,3,79.8084596967279,79.8084596967279,0.0176482344295437,0.721329022569069
3491,3146206,Ouro Verde de Minas,Minas Gerais,Sudeste,5934,3,3,50.5561172901921,50.5561172901921,0.0149748558369538,0.677466269763984
3492,4117453,Ouro Verde do Oeste,Paraná,Sul,5996,6,4,100.066711140761,66.711140760507,0.026162587328372,1.04892082552949
3493,3534757,Ouroeste,São Paulo,Sudeste,10361,8,8,77.2126242640672,77.2126242640672,0.0249040251715087,0.841749675428763
3494,2923357,Ourolândia,Bahia,Nordeste,17451,8,6,45.8426451206235,34.3819838404676,0.127739171961395,1.69820498299775
3495,5215504,Ouvidor,Goiás,Centro-Oeste,6667,4,3,59.9970001499925,44.9977501124944,0.0353437375180192,1.05980536534127
3496,3534906,Pacaembu,São Paulo,Sudeste,14197,6,6,42.2624498133408,42.2624498133408,0.02957894648614,1.0494022724012
3497,1505486,Pacajá,Pará,Norte,47706,7,6,14.673206724521,12.5770343353037,0.96321369300577,6.48831714896023
3498,2309607,Pacajus,Ceará,Nordeste,72203,30,24,41.5495201030428,33.2396160824343,0.020740686373415,0.628852150082643
3499,1400456,Pacaraima,Roraima,Norte,17401,8,8,45.9743692891213,45.9743692891213,0.653933229535212,5.97733222723561
3500,2309706,Pacatuba,Ceará,Nordeste,83432,37,37,44.3474925687985,44.3474925687985,0.0107481801157547,0.617377943829224
3501,2804904,Pacatuba,Sergipe,Nordeste,14428,4,4,27.7238702522872,27.7238702522872,0.0307743307419912,0.818105931037393
3502,2107506,Paço do Lumiar,Maranhão,Nordeste,122197,72,58,58.9212501125232,47.4643403684215,0.0101856466071553,0.595486261951915
3503,2309805,Pacoti,Ceará,Nordeste,12261,5,5,40.7797080172906,40.7797080172906,0.00912453876424024,0.565597471345846
3504,2309904,Pacujá,Ceará,Nordeste,6533,0,0,0,0,0.00619939506063361,0.403753849903689
3505,5215603,Padre Bernardo,Goiás,Centro-Oeste,33835,26,26,76.843505246047,76.843505246047,0.264230068685265,3.19699086589528
3506,3146255,Padre Carvalho,Minas Gerais,Sudeste,6378,3,3,47.0366886171214,47.0366886171214,0.0377345176972312,1.28706805079637
3507,2207207,Padre Marcos,Piauí,Nordeste,6868,2,2,29.120559114735,29.120559114735,0.0228206671741873,0.777844499722224
3508,3146305,Padre Paraíso,Minas Gerais,Sudeste,20154,12,11,59.5415302173266,54.5797360325494,0.0462025429875439,1.21206359961567
3509,2207306,Paes Landim,Piauí,Nordeste,4129,2,2,48.4378784209252,48.4378784209252,0.0329059098817766,0.817627980988105
3510,3146552,Pai Pedro,Minas Gerais,Sudeste,6089,4,4,65.6922318935786,65.6922318935786,0.0707070737070694,2.04178036653141
3511,4211876,Paial,Santa Catarina,Sul,1505,1,1,66.4451827242525,66.4451827242525,0.0078121909307356,0.536859750067783
3512,4117503,Paiçandu,Paraná,Sul,41281,13,13,31.4914851868899,31.4914851868899,0.0151459426767815,0.62140365717111
3513,4313607,Paim Filho,Rio Grande do Sul,Sul,3828,5,5,130.616509926855,130.616509926855,0.0166814247518232,0.696449720580132
3514,3146404,Paineiras,Minas Gerais,Sudeste,4486,2,2,44.5831475702185,44.5831475702185,0.0546552514902601,1.96976056446106
3515,4211892,Painel,Santa Catarina,Sul,2359,1,1,42.3908435777872,42.3908435777872,0.0678816287708059,1.62390280742374
3516,3146503,Pains,Minas Gerais,Sudeste,8283,7,7,84.5104430761801,84.5104430761801,0.0365020812787975,1.17984106747309
3517,3146602,Paiva,Minas Gerais,Sudeste,1529,0,0,0,0,0.00508450143564687,0.399756220288531
3518,2207355,Pajeú do Piauí,Piauí,Nordeste,3389,1,1,29.5072292711714,29.5072292711714,0.0809310012492119,1.29499383445433
3519,2706208,Palestina,Alagoas,Nordeste,5011,2,2,39.912193175015,39.912193175015,0.00314610321493092,0.313241116345481
3520,3535002,Palestina,São Paulo,Sudeste,12957,12,8,92.6140310257004,61.7426873504669,0.0603462772456282,1.85401251187065
3521,5215652,Palestina de Goiás,Goiás,Centro-Oeste,3464,4,4,115.473441108545,115.473441108545,0.111897302112141,2.09733786405023
3522,1505494,Palestina do Pará,Pará,Norte,7589,3,3,39.530899986823,39.530899986823,0.0803911855365698,1.57125962674411
3523,2310001,Palhano,Ceará,Nordeste,9386,3,3,31.9624973364586,31.9624973364586,0.0358948734955646,1.00414530862009
3524,4211900,Palhoça,Santa Catarina,Sul,171797,120,78,69.8498809641612,45.4024226267048,0.0361747468436988,1.13290951822867
3525,3146701,Palma,Minas Gerais,Sudeste,6616,6,6,90.689238210399,90.689238210399,0.0275690062678677,1.10127394688352
3526,4212007,Palma Sola,Santa Catarina,Sul,7423,3,3,40.41492657955,40.41492657955,0.0298544940823149,1.58164981375621
3527,2310100,Palmácia,Ceará,Nordeste,13322,8,8,60.0510433868789,60.0510433868789,0.0095955347868113,0.70519764781187
3528,2610004,Palmares,Pernambuco,Nordeste,63250,114,113,180.237154150198,178.656126482213,0.0278735033176076,1.02696589427502
3529,4313656,Palmares do Sul,Rio Grande do Sul,Sul,11318,11,11,97.1903163103022,97.1903163103022,0.0892079349230244,2.06775303101278
3530,3535101,Palmares Paulista,São Paulo,Sudeste,13275,13,13,97.9284369114878,97.9284369114878,0.00713923935779803,0.430236485460268
3531,1721000,Palmas,Tocantins,Norte,299127,854,712,285.497464287744,238.02598896121,0.183097443139957,2.8917839883955
3532,4117602,Palmas,Paraná,Sul,50986,45,38,88.2595222217864,74.5302632095085,0.140989065530789,2.9043798908933
3533,2923407,Palmas de Monte Alto,Bahia,Nordeste,21750,7,7,32.183908045977,32.183908045977,0.214572372687996,2.33381662860982
3534,4117701,Palmeira,Paraná,Sul,33877,30,21,88.5556572305694,61.9889600613986,0.131930310908501,2.70988532116341
3535,4212056,Palmeira,Santa Catarina,Sul,2627,1,1,38.0662352493338,38.0662352493338,0.0264358393642397,1.31650831726584
3536,3535200,Palmeira d'Oeste,São Paulo,Sudeste,9283,4,3,43.089518474631,32.3171388559733,0.0275893532034388,0.929888330714213
3537,4313706,Palmeira das Missões,Rio Grande do Sul,Sul,33303,53,52,159.144821787827,156.142089301264,0.130147601715407,3.02866008999309
3538,2207405,Palmeira do Piauí,Piauí,Nordeste,5043,0,0,0,0,0.166198839433577,2.36535760224828
3539,2706307,Palmeira dos Índios,Alagoas,Nordeste,73218,48,46,65.5576497582562,62.8260810183288,0.0371234536019074,0.937320100625351
3540,2207504,Palmeirais,Piauí,Nordeste,14539,6,6,41.2683128138111,41.2683128138111,0.122422442598207,1.87745263026548
3541,2107605,Palmeirândia,Maranhão,Nordeste,19722,7,7,35.4933576716357,35.4933576716357,0.0432796810012164,1.08649437437986
3542,1715705,Palmeirante,Tocantins,Norte,6026,2,2,33.1895121141719,33.1895121141719,0.216536802714131,2.91075802810938
3543,2923506,Palmeiras,Bahia,Nordeste,9019,8,8,88.7016298924493,88.7016298924493,0.061339831564851,1.29005601698405
3544,5215702,Palmeiras de Goiás,Goiás,Centro-Oeste,28858,20,16,69.3048721325109,55.4438977060087,0.130523487738515,2.12604107341333
3545,1713809,Palmeiras do Tocantins,Tocantins,Norte,6658,4,4,60.0781015319916,60.0781015319916,0.0611548358282903,1.31684067035671
3546,2610103,Palmeirina,Pernambuco,Nordeste,7693,4,4,51.9953204211621,51.9953204211621,0.0138799772761899,0.768611584227377
3547,1715754,Palmeirópolis,Tocantins,Norte,7659,5,4,65.2826739783262,52.2261391826609,0.14198619299043,2.1709455881565
3548,5215801,Palmelo,Goiás,Centro-Oeste,2381,2,2,83.9983200335993,83.9983200335993,0.00501103841486383,0.37851632557535
3549,5215900,Palminópolis,Goiás,Centro-Oeste,3585,4,4,111.576011157601,111.576011157601,0.0328674842216401,0.871395397801438
3550,3535309,Palmital,São Paulo,Sudeste,22221,24,22,108.005940326718,99.0054452994915,0.048242241388607,1.17719830948776
3551,4117800,Palmital,Paraná,Sul,13172,4,4,30.3674460977832,30.3674460977832,0.0730461661125901,2.94210733308286
3552,4313805,Palmitinho,Rio Grande do Sul,Sul,7057,4,4,56.6813093382457,56.6813093382457,0.0131353672155683,0.747162524656962
3553,4212106,Palmitos,Santa Catarina,Sul,16169,27,27,166.98620817614,166.98620817614,0.0320781098447469,1.23295974909801
3554,3146750,Palmópolis,Minas Gerais,Sudeste,5507,3,3,54.4761213001634,54.4761213001634,0.036715449357871,1.0871177255492
3555,4117909,Palotina,Paraná,Sul,31846,45,26,141.305030459084,81.642906487471,0.0579071954483652,1.40207511917568
3556,5216007,Panamá,Goiás,Centro-Oeste,2615,2,2,76.4818355640535,76.4818355640535,0.0370521258072927,1.20052970517321
3557,4313904,Panambi,Rio Grande do Sul,Sul,43667,49,42,112.212883871115,96.1824718895276,0.0451673565977444,1.76288985260265
3558,3204005,Pancas,Espírito Santo,Sudeste,23184,9,7,38.8198757763975,30.1932367149758,0.0712710798720764,1.90377459717969
3559,2610202,Panelas,Pernambuco,Nordeste,26474,8,8,30.2183274155776,30.2183274155775,0.0312536284007194,0.897808412323443
3560,3535408,Panorama,São Paulo,Sudeste,15777,6,6,38.0300437345503,38.0300437345503,0.0310255663090402,0.920272269457272
3561,4313953,Pantano Grande,Rio Grande do Sul,Sul,9174,7,7,76.3025942882058,76.3025942882058,0.0788519177967828,1.7629869267516
3562,2706406,Pão de Açúcar,Alagoas,Nordeste,24399,15,15,61.477929423337,61.477929423337,0.0570400035492469,1.41840586797613
3563,3146909,Papagaios,Minas Gerais,Sudeste,15674,6,6,38.2799540640551,38.2799540640551,0.0476031337221343,1.62252993336941
3564,4212205,Papanduva,Santa Catarina,Sul,19320,8,8,41.407867494824,41.407867494824,0.0677085993775108,2.46557485514228
3565,2207553,Paquetá,Piauí,Nordeste,3945,0,0,0,0,0.0354183158128194,1.00300063630222
3566,3147105,Pará de Minas,Minas Gerais,Sudeste,93969,137,113,145.792761442603,120.252423671636,0.0475346740275882,1.50609740918572
3567,3303609,Paracambi,Rio de Janeiro,Sudeste,52257,62,39,118.644392138852,74.6311498937941,0.0167720995099785,0.885683624695013
3568,3147006,Paracatu,Minas Gerais,Sudeste,93158,132,102,141.694755147169,109.491401704631,0.698966714933135,7.41514348607444
3569,2310209,Paracuru,Ceará,Nordeste,35076,18,17,51.3171399247349,48.466187706694,0.0244393525090345,0.898567652165541
3570,1505502,Paragominas,Pará,Norte,113145,69,56,60.9836934906536,49.4940121083565,1.57380797923976,11.4219707338065
3571,3147204,Paraguaçu,Minas Gerais,Sudeste,21513,16,16,74.3736345465532,74.3736345465532,0.0369981380730451,1.11146493473302
3572,3535507,Paraguaçu Paulista,São Paulo,Sudeste,45703,48,38,105.025928276043,83.1455265518675,0.0878678417683432,1.86214600408795
3573,4314001,Paraí,Rio Grande do Sul,Sul,7657,20,20,261.198902964608,261.198902964608,0.0112031917232116,0.597898502866814
3574,3303708,Paraíba do Sul,Rio de Janeiro,Sudeste,44285,146,118,329.682736818336,266.455910579203,0.0500109539460141,1.2255158641759
3575,2107704,Paraibano,Maranhão,Nordeste,21386,7,7,32.7316936313476,32.7316936313476,0.0433629835938234,0.915003564077485
3576,3535606,Paraibuna,São Paulo,Sudeste,18222,15,14,82.3180770497201,76.8302052464054,0.0715551007469912,1.71948312836027
3577,2310258,Paraipaba,Ceará,Nordeste,32744,17,15,51.9179086244808,45.8099193745419,0.0244896824387695,0.778776809712398
3578,3535705,Paraíso,São Paulo,Sudeste,6454,5,5,77.4713356058258,77.4713356058258,0.0134828907360998,0.646125290818538
3579,4212239,Paraíso,Santa Catarina,Sul,3437,2,2,58.1902822228688,58.1902822228688,0.0164863679385689,1.07498838702606
3580,5006275,Paraíso das Águas,Mato Grosso do Sul,Centro-Oeste,5555,4,4,72.007200720072,72.007200720072,0.432368355251981,4.49622118463355
3581,4118006,Paraíso do Norte,Paraná,Sul,13830,8,8,57.8452639190166,57.8452639190166,0.0180525303203467,0.770401258541061
3582,4314027,Paraíso do Sul,Rio Grande do Sul,Sul,7611,4,2,52.5555117592958,26.2777558796479,0.0314926796547752,0.939040913432944
3583,1716109,Paraíso do Tocantins,Tocantins,Norte,51252,79,70,154.140326231171,136.580035901038,0.104635582754526,2.09382234128885
3584,3147303,Paraisópolis,Minas Gerais,Sudeste,21083,26,22,123.322107859413,104.349475881042,0.0290848510815067,1.238706738068
3585,2310308,Parambu,Ceará,Nordeste,31521,13,11,41.2423463722598,34.8973700072967,0.188251400753984,2.54504450859334
3586,2923605,Paramirim,Bahia,Nordeste,21607,23,16,106.446984773453,74.0500763641412,0.0907652296652941,1.98388729119142
3587,2310407,Paramoti,Ceará,Nordeste,12226,1,1,8.17929003762473,8.17929003762474,0.0393070188949878,1.13575247821356
3588,2408607,Paraná,Rio Grande do Norte,Nordeste,4254,2,2,47.0145745181006,47.0145745181006,0.00665329957011807,0.374023962118842
3589,1716208,Paranã,Tocantins,Norte,10449,2,2,19.1405876160398,19.1405876160398,0.937123475324427,6.52030972752535
3590,4118105,Paranacity,Paraná,Sul,11472,4,2,34.8675034867503,17.4337517433752,0.0306724032857346,1.01502094935092
3591,4118204,Paranaguá,Paraná,Sul,154936,165,116,106.49558527392,74.8696235865131,0.0742405385925622,1.66502926628762
3592,5006309,Paranaíba,Mato Grosso do Sul,Centro-Oeste,42148,59,46,139.982917338901,109.139223687957,0.465009255559721,3.56083975418256
3593,5216304,Paranaiguara,Goiás,Centro-Oeste,10057,1,1,9.94332305856617,9.94332305856617,0.0988704254111781,1.85263619146845
3594,5106299,Paranaíta,Mato Grosso,Centro-Oeste,11225,5,4,44.543429844098,35.6347438752784,0.395031661713517,3.57972044782893
3595,3535804,Paranapanema,São Paulo,Sudeste,20197,21,21,103.975837995742,103.975837995742,0.0900141758269228,1.55831290937667
3596,4118303,Paranapoema,Paraná,Sul,3203,0,0,0,0,0.0154528359576034,0.693076315920852
3597,3535903,Paranapuã,São Paulo,Sudeste,4078,2,2,49.0436488474743,49.0436488474743,0.0121200457622308,0.627229094586151
3598,2610301,Paranatama,Pernambuco,Nordeste,11523,5,5,43.3914779137377,43.3914779137377,0.0152373604303193,0.836346752219694
3599,5106307,Paranatinga,Mato Grosso,Centro-Oeste,22563,12,12,53.184416965829,53.184416965829,2.01889922463471,14.442638342679
3600,4118402,Paranavaí,Paraná,Sul,88374,151,80,170.86473397153,90.5243623690226,0.10583147560169,1.76932368804364
3601,5006358,Paranhos,Mato Grosso do Sul,Centro-Oeste,14228,7,7,49.1987630025302,49.1987630025302,0.115912465534507,1.94931090446817
3602,3147402,Paraopeba,Minas Gerais,Sudeste,24540,22,19,89.6495517522412,77.4246128769356,0.0537650265868592,2.12306698604699
3603,3536000,Parapuã,São Paulo,Sudeste,10964,2,2,18.2415176942722,18.2415176942722,0.032034812861184,1.01504799326771
3604,2510659,Parari,Paraíba,Nordeste,1771,0,0,0,0,0.0170079643063445,0.629765492167747
3605,2923704,Paratinga,Bahia,Nordeste,32000,9,9,28.125,28.125,0.218384486116918,2.68247824622537
3606,3303807,Paraty,Rio de Janeiro,Sudeste,43165,64,64,148.26827290629,148.26827290629,0.081593535517527,3.74860321404575
3607,2408706,Paraú,Rio Grande do Norte,Nordeste,3768,1,1,26.5392781316348,26.5392781316348,0.0312872954421692,0.775497506809979
3608,1505536,Parauapebas,Pará,Norte,208273,235,149,112.832676343069,71.5407181919884,0.562553924913374,5.44066622737914
3609,5216403,Paraúna,Goiás,Centro-Oeste,10988,13,13,118.310884601383,118.310884601383,0.320782091193337,3.72733731328088
3610,2408805,Parazinho,Rio Grande do Norte,Nordeste,5237,3,3,57.2847049837693,57.2847049837693,0.0210495134817705,0.714149744164288
3611,3536109,Pardinho,São Paulo,Sudeste,6435,2,2,31.0800310800311,31.0800310800311,0.0185004478813653,0.881679595357621
3612,4314035,Pareci Novo,Rio Grande do Sul,Sul,3837,3,3,78.1860828772479,78.1860828772479,0.00534678346014061,0.411923101181807
3613,1101450,Parecis,Rondônia,Norte,6074,2,2,32.927230819888,32.927230819888,0.211764912972114,2.26191200319126
3614,2408904,Parelhas,Rio Grande do Norte,Nordeste,21477,12,12,55.8737253806398,55.8737253806398,0.0419981676320447,1.05729186986283
3615,2706422,Pariconha,Alagoas,Nordeste,10533,6,6,56.9638279692395,56.9638279692395,0.020958166520046,0.67245399304883
3616,1303403,Parintins,Amazonas,Norte,114273,52,49,45.5050624381962,42.8797703744542,0.484423505380242,5.17881329607501
3617,2923803,Paripiranga,Bahia,Nordeste,28989,12,10,41.3950119010659,34.4958432508883,0.0359966810311505,1.0445563597361
3618,2706448,Paripueira,Alagoas,Nordeste,13176,7,4,53.1268973891925,30.3582270795386,0.00764407348987106,0.495729572797235
3619,3536208,Pariquera-Açu,São Paulo,Sudeste,19648,103,103,524.226384364821,524.226384364821,0.0320590713138245,0.960712053257999
3620,3536257,Parisi,São Paulo,Sudeste,2161,2,2,92.5497454881999,92.5497454881999,0.00732690600426622,0.469971856977935
3621,2207603,Parnaguá,Piauí,Nordeste,10791,7,7,64.8688722083217,64.8688722083217,0.28305401788856,2.82826454612026
3622,2207702,Parnaíba,Piauí,Nordeste,153078,285,255,186.179594716419,166.581742641007,0.0353225287793961,1.06585029891464
3623,2403251,Parnamirim,Rio Grande do Norte,Nordeste,261469,405,360,154.894079221629,137.683625974781,0.0100831269513009,0.590764086851962
3624,2610400,Parnamirim,Pernambuco,Nordeste,22010,10,10,45.4338936846888,45.4338936846888,0.21508886735171,3.19186144410514
3625,2107803,Parnarama,Maranhão,Nordeste,34907,23,23,65.8893631649812,65.8893631649812,0.264506096924606,2.8833014681825
3626,4314050,Parobé,Rio Grande do Sul,Sul,58272,48,41,82.3723228995058,70.3596924766612,0.0101343732250143,0.5821479749287
3627,2409100,Passa e Fica,Rio Grande do Norte,Nordeste,13277,5,5,37.6591097386458,37.6591097386458,0.00344439433108334,0.31775221027206
3628,3147600,Passa Quatro,Minas Gerais,Sudeste,16344,12,12,73.4214390602056,73.4214390602056,0.024313342837047,0.907405379651079
3629,4314068,Passa Sete,Rio Grande do Sul,Sul,5702,2,2,35.0754121360926,35.0754121360926,0.0283603916743687,0.928812616254688
3630,3147709,Passa Tempo,Minas Gerais,Sudeste,8084,7,6,86.590796635329,74.220682830282,0.0371979640406721,1.04385962568746
3631,3147808,Passa Vinte,Minas Gerais,Sudeste,2039,3,3,147.130946542423,147.130946542423,0.0215910194976914,0.929185895935786
3632,3147501,Passabém,Minas Gerais,Sudeste,1649,0,0,0,0,0.00809815359883714,0.529626323008335
3633,2409209,Passagem,Rio Grande do Norte,Nordeste,3089,1,1,32.3729362253156,32.3729362253156,0.00336800883330568,0.245912990516138
3634,2510709,Passagem,Paraíba,Nordeste,2419,0,0,0,0,0.00915755121596362,0.440032494994604
3635,2107902,Passagem Franca,Maranhão,Nordeste,19019,10,10,52.578999947421,52.578999947421,0.110973449117154,1.6072852400058
3636,2207751,Passagem Franca do Piauí,Piauí,Nordeste,4313,2,2,46.3714351959193,46.3714351959193,0.0633126836618914,1.73712967211631
3637,2610509,Passira,Pernambuco,Nordeste,28933,7,7,24.1938271178239,24.1938271178239,0.026800718503921,0.919640432276571
3638,2706505,Passo de Camaragibe,Alagoas,Nordeste,15245,6,6,39.3571662840275,39.3571662840275,0.0207084255197003,0.757537048457567
3639,4212254,Passo de Torres,Santa Catarina,Sul,8823,10,10,113.340133741358,113.340133741358,0.00882956553732583,0.517417529413355
3640,4314076,Passo do Sobrado,Rio Grande do Sul,Sul,6535,2,2,30.6044376434583,30.6044376434583,0.024727712048616,0.934552607425697
3641,4314100,Passo Fundo,Rio Grande do Sul,Sul,203275,961,765,472.758578280654,376.337473865453,0.0720476742569645,1.93020472259722
3642,3147907,Passos,Minas Gerais,Sudeste,114679,313,270,272.935759816531,235.439792812982,0.116027750163482,2.47111360184357
3643,4212270,Passos Maia,Santa Catarina,Sul,4147,1,1,24.1138172172655,24.1138172172655,0.0561551495701451,1.83808422483087
3644,2108009,Pastos Bons,Maranhão,Nordeste,19472,4,4,20.5423171733772,20.5423171733772,0.133724967610846,1.98526125026854
3645,3147956,Patis,Minas Gerais,Sudeste,5972,4,4,66.9792364367046,66.9792364367046,0.0375177544337362,0.949036924414428
3646,4118451,Pato Bragado,Paraná,Sul,5610,3,3,53.475935828877,53.475935828877,0.012063074448065,0.607194455234822
3647,4118501,Pato Branco,Paraná,Sul,82881,264,230,318.528975277808,277.506304219302,0.0486709239183938,1.68820552985482
3648,2510808,Patos,Paraíba,Nordeste,107605,166,143,154.267924352958,132.893452906463,0.0387119300504821,1.38283013778469
3649,3148004,Patos de Minas,Minas Gerais,Sudeste,152488,424,228,278.054666596716,149.519962226536,0.273080562058567,5.29237173270296
3650,2207777,Patos do Piauí,Piauí,Nordeste,6392,2,2,31.2891113892365,31.2891113892365,0.0658348483027851,1.3314503214853
3651,3148103,Patrocínio,Minas Gerais,Sudeste,90757,134,104,147.647013453508,114.591711934066,0.246577249237134,3.05204504956262
3652,3148202,Patrocínio do Muriaé,Minas Gerais,Sudeste,5684,5,5,87.9662209711471,87.9662209711471,0.00941378631415546,0.607818908403398
3653,3536307,Patrocínio Paulista,São Paulo,Sudeste,14670,11,11,74.9829584185412,74.9829584185412,0.0522697116962831,1.97147767861715
3654,2409308,Patu,Rio Grande do Norte,Nordeste,12755,6,6,47.0403763230106,47.0403763230106,0.0260703274866074,0.740812906215613
3655,3303856,Paty do Alferes,Rio de Janeiro,Sudeste,27769,20,16,72.0227591919046,57.6182073535237,0.0275615040428647,0.77894987603111
3656,2923902,Pau Brasil,Bahia,Nordeste,9831,7,7,71.2033363849049,71.2033363849049,0.0527437426022175,1.48234781383805
3657,1505551,Pau D'Arco,Pará,Norte,5483,3,3,54.7145723144264,54.7145723144264,0.13700188957128,2.37003940636541
3658,1716307,Pau D'Arco,Tocantins,Norte,4849,1,1,20.6228088265622,20.6228088265622,0.11285312248782,2.8724091769048
3659,2207793,Pau D'Arco do Piauí,Piauí,Nordeste,4045,1,1,24.7218788627936,24.7218788627936,0.0351434698264939,0.989971115824361
3660,2409407,Pau dos Ferros,Rio Grande do Norte,Nordeste,30394,61,50,200.697506086728,164.506152530105,0.0212370647530236,0.76035068842183
3661,2610608,Paudalho,Pernambuco,Nordeste,56506,54,42,95.5650727356387,74.3283899054968,0.0225315834777575,0.748787787139779
3662,1303502,Pauini,Amazonas,Norte,19426,7,7,36.0341809945434,36.0341809945434,3.41207938486386,14.6809798213341
3663,3148301,Paula Cândido,Minas Gerais,Sudeste,9571,7,6,73.1376031762616,62.6893741510814,0.023287494252088,0.95232110943989
3664,4118600,Paula Freitas,Paraná,Sul,5873,5,5,85.1353652307168,85.1353652307168,0.0380491314723486,1.14963478336671
3665,3536406,Paulicéia,São Paulo,Sudeste,7366,8,8,108.607113765952,108.607113765952,0.0325402140279039,1.09291006111421
3666,3536505,Paulínia,São Paulo,Sudeste,109424,146,112,133.425939464834,102.354145342886,0.0122008538490945,0.662776606183234
3667,2108058,Paulino Neves,Maranhão,Nordeste,16035,3,3,18.7090739008419,18.7090739008419,0.0796455626752461,1.43941202172008
3668,2510907,Paulista,Paraíba,Nordeste,12347,11,11,89.0904673199968,89.0904673199968,0.0471694133773326,1.02087696752211
3669,2610707,Paulista,Pernambuco,Nordeste,331774,350,305,105.493498586387,91.9300487681373,0.00797997045705756,0.76706360044677
3670,2207801,Paulistana,Piauí,Nordeste,20523,24,23,116.941967548604,112.069385567412,0.15927208422093,2.64540471070958
3671,3536570,Paulistânia,São Paulo,Sudeste,1833,1,1,54.5553737043099,54.5553737043099,0.0224936036859162,0.930819724904888
3672,3148400,Paulistas,Minas Gerais,Sudeste,4830,3,3,62.111801242236,62.111801242236,0.0188653350165851,0.780775973115521
3673,2924009,Paulo Afonso,Bahia,Nordeste,117782,171,124,145.183474554686,105.279244706322,0.127246272561877,1.8128394544418
3674,4314134,Paulo Bento,Rio Grande do Sul,Sul,2293,2,2,87.2219799389446,87.2219799389446,0.013567906108733,0.611237829551901
3675,3536604,Paulo de Faria,São Paulo,Sudeste,8945,6,6,67.0765790944662,67.0765790944662,0.0637289872832412,1.5053154362972
3676,4118709,Paulo Frontin,Paraná,Sul,7354,1,1,13.598041881969,13.598041881969,0.033362307030643,1.10428545219065
3677,2706604,Paulo Jacinto,Alagoas,Nordeste,7564,7,7,92.5436277102062,92.5436277102062,0.00975049039303144,0.552634528834733
3678,4212304,Paulo Lopes,Santa Catarina,Sul,7494,4,4,53.3760341606619,53.3760341606619,0.0412400615454089,1.40669795034109
3679,2108108,Paulo Ramos,Maranhão,Nordeste,21040,7,7,33.2699619771863,33.2699619771863,0.0952276016791132,1.74381667798743
3680,3148509,Pavão,Minas Gerais,Sudeste,8450,4,4,47.3372781065089,47.3372781065089,0.0511417101571396,1.67377296882698
